idx,moltype,tr_avg_f1,vl_avg_f1,mem_score,mem_score2
1029,16S-rRNA,0.92912329864,0.684857795145631,0.24426550349436893,0.1513434726310445
1398,16S-rRNA,0.914743060409836,0.6154121835849057,0.2993308768249303,0.19562124692882402
1649,16S-rRNA,0.9334714454918033,0.7141746199056603,0.21929682558614294,0.13309704686682314
2241,16S-rRNA,0.9372942361946902,0.6527400126956521,0.28455422349903814,0.1789610655856147
2725,16S-rRNA,0.8478068459292035,0.6486598875652174,0.1991469583639861,0.1330781058520126
2791,16S-rRNA,0.9106221692682928,0.7205556294285713,0.19006653983972144,0.11652104386877028
3238,16S-rRNA,0.9323103835897436,0.7463073277477478,0.18600305584199583,0.11080727588284056
3435,16S-rRNA,0.9871576883495146,0.63050878336,0.3566489049895145,0.2204712227314792
3498,16S-rRNA,0.9182061813385827,0.4682079715841584,0.4499982097544243,0.32457704561495543
3717,16S-rRNA,0.9196555830088496,0.7746755291304348,0.14498005387841484,0.08556772217642934
3719,16S-rRNA,0.9257242654098361,0.7666658308490566,0.1590584345607795,0.09398449855762309
3725,16S-rRNA,0.9386344568907563,0.7449061071559633,0.19372834973479303,0.11507198215000473
3965,16S-rRNA,0.9423163962773722,0.5344578293406593,0.40785856693671285,0.27618207296787267
4151,16S-rRNA,0.9131177381132075,0.6509702172131148,0.26214752090009275,0.16760407879069678
4526,16S-rRNA,0.9028424225384615,0.771024922755102,0.13181749978335944,0.07875026665284592
5180,16S-rRNA,0.9065933229411764,0.6861297014678899,0.22046362147328658,0.13841930963174418
5199,16S-rRNA,0.8915616861940298,0.6579758352127659,0.23358585098126383,0.1507455274585385
5308,16S-rRNA,0.8889553838613861,0.6152356579527559,0.27371972590863014,0.18197138415244662
5837,16S-rRNA,0.9179650402941177,0.6268127548412699,0.2911522854528479,0.18847518806245572
6244,16S-rRNA,0.927617543877551,0.761174974076923,0.166442569800628,0.0985571454344369
6604,16S-rRNA,0.84558339128,0.6921778969902913,0.15340549428970873,0.09975897784646581
6639,16S-rRNA,0.9206714885470085,0.4816391774774775,0.43903231106953106,0.3130777806277236
6652,16S-rRNA,0.8823302128333333,0.5647767187037037,0.31755349412962963,0.21944024122138772
6851,16S-rRNA,0.9358529223484848,0.6853806577083333,0.2504722646401515,0.15449486595964373
6961,16S-rRNA,0.8769591514173228,0.3815801071287129,0.49537904428860996,0.39361429603786147
7022,16S-rRNA,0.9070549976923077,0.7423689156122449,0.16468608208006275,0.09984460680585198
7177,16S-rRNA,0.901168486532258,0.5659782546153846,0.33519023191687336,0.22846401284623943
7178,16S-rRNA,0.9094945022413793,0.45227835758928575,0.45721614465209354,0.33575066601705356
8081,16S-rRNA,0.9140162180487805,0.7277560251428571,0.18626019290592344,0.1134506894475387
8388,16S-rRNA,0.9307370530327869,0.724640413018868,0.20609664001391892,0.12450129607327146
10956,16S-rRNA,0.9271115483870968,0.7809398391346154,0.14617170925248135,0.08557805129304007
11295,16S-rRNA,0.92903191536,0.772067562815534,0.15696435254446595,0.09227229480595316
11732,16S-rRNA,0.860682572991453,0.6182248688288289,0.24245770416262413,0.16394379885207705
11749,16S-rRNA,0.8026170423484849,0.42472574083333337,0.3778913015151515,0.3078938554846831
12190,16S-rRNA,0.9308728634259259,0.6511201143333333,0.2797527490925926,0.17683564530661539
12248,16S-rRNA,0.9381433368421053,0.7836468516842104,0.15449648515789483,0.08973014609296195
12327,16S-rRNA,0.9990376649999999,0.6776052467857143,0.3214324182142856,0.1917119119132785
12338,16S-rRNA,0.9059785617741936,0.40554904951923076,0.5004295122549628,0.38156231553633924
